RouteId;Adress Id;Time profile;Oms
B35-E-RushHour;307115;2024-10-15-RushHour;1.6111111111111112
B35-E-RushHour;307581;2024-10-15-RushHour;3.8666666666666663
B35-E-RushHour;307791;2024-10-15-RushHour;12.210526315789473
B35-E-RushHour;307792;2024-10-15-RushHour;61.205263157894734
B35-E-RushHour;308194;2024-10-15-RushHour;21.91111111111111
B35-E-RushHour;308230;2024-10-15-RushHour;2.7066666666666666
B35-E-RushHour;901518;2024-10-15-RushHour;0.3625
B35-E-RushHour;901728;2024-10-15-RushHour;7.894444444444445
B35-W-Day;301052;2024-10-15-Day;17.176923076923078
B35-W-Day;301053;2024-10-15-Day;14.983333333333334
B35-W-Day;301054;2024-10-15-Day;15.95
B35-W-Day;301056;2024-10-15-Day;9.754545454545454
B35-W-Day;302736;2024-10-15-Day;20.076923076923077
B35-W-Day;302737;2024-10-15-Day;7.83
B35-W-Day;302740;2024-10-15-Day;21.145833333333332
B35-W-Day;302741;2024-10-15-Day;4.64
B35-W-Day;302742;2024-10-15-Day;17.9
B35-W-Day;302743;2024-10-15-Day;1.45
B35-W-Day;302745;2024-10-15-Day;3.1230769230769226
B35-W-Day;302747;2024-10-15-Day;4.93
B35-W-Day;302748;2024-10-15-Day;10.15
B35-W-Day;302749;2024-10-15-Day;4.218181818181818
B35-W-Day;302750;2024-10-15-Day;16.96060606060606
B35-W-Day;302753;2024-10-15-Day;6.141176470588235
B35-W-Day;302758;2024-10-15-Day;6.927777777777777
B35-W-Day;302759;2024-10-15-Day;18.31142857142857
B35-W-Day;302760;2024-10-15-Day;2.9
B35-W-Day;302761;2024-10-15-Day;15.95
B35-W-Day;302763;2024-10-15-Day;3.625
B35-W-Day;302764;2024-10-15-Day;0.0
B35-W-Day;302765;2024-10-15-Day;8.948571428571428
B35-W-Day;302766;2024-10-15-Day;6.38
B35-W-Day;302767;2024-10-15-Day;0.4833333333333333
B35-W-Day;302768;2024-10-15-Day;0.4833333333333333
B35-W-Day;302771;2024-10-15-Day;1.3181818181818181
B35-W-Day;302772;2024-10-15-Day;4.188888888888889
B35-W-Day;302773;2024-10-15-Day;9.114285714285714
B35-W-Day;302774;2024-10-15-Day;3.1071428571428568
B35-W-Day;302775;2024-10-15-Day;5.413333333333333
B35-W-Day;302776;2024-10-15-Day;1.26875
B35-W-Day;302777;2024-10-15-Day;5.4947368421052625
B35-W-Day;302778;2024-10-15-Day;1.3533333333333333
B35-W-Day;302779;2024-10-15-Day;1.2083333333333333
B35-W-Day;302780;2024-10-15-Day;0.4833333333333333
B35-W-Day;302781;2024-10-15-Day;3.7055555555555553
B35-W-Day;302782;2024-10-15-Day;0.4461538461538462
B35-W-Day;302783;2024-10-15-Day;0.87
B35-W-Day;306454;2024-10-15-Day;12.76
B35-W-Day;306874;2024-10-15-Day;0.725
B35-W-Day;307177;2024-10-15-Day;2.9
B35-W-Day;307790;2024-10-15-Day;9.638235294117647
B35-W-Day;307793;2024-10-15-Day;22.79722222222222
B35-W-Day;307795;2024-10-15-Day;7.06875
B35-W-Day;307947;2024-10-15-Day;15.38611111111111
B35-W-Day;308083;2024-10-15-Day;6.823529411764706
B35-W-Day;308483;2024-10-15-Day;46.94375
B35-W-Evening;301052;2024-10-15-Evening;7.6125
B35-W-Evening;301053;2024-10-15-Evening;2.9
B35-W-Evening;301054;2024-10-15-Evening;12.325
B35-W-Evening;301056;2024-10-15-Evening;2.32
B35-W-Evening;302736;2024-10-15-Evening;16.433333333333334
B35-W-Evening;302737;2024-10-15-Evening;1.45
B35-W-Evening;302740;2024-10-15-Evening;9.022222222222222
B35-W-Evening;302741;2024-10-15-Evening;7.54
B35-W-Evening;302742;2024-10-15-Evening;4.35
B35-W-Evening;302743;2024-10-15-Evening;1.16
B35-W-Evening;302745;2024-10-15-Evening;0.725
B35-W-Evening;302747;2024-10-15-Evening;4.35
B35-W-Evening;302749;2024-10-15-Evening;0.9666666666666666
B35-W-Evening;302750;2024-10-15-Evening;8.436363636363636
B35-W-Evening;302753;2024-10-15-Evening;1.74
B35-W-Evening;302758;2024-10-15-Evening;2.0076923076923077
B35-W-Evening;302759;2024-10-15-Evening;7.173684210526316
B35-W-Evening;302760;2024-10-15-Evening;0.29
B35-W-Evening;302761;2024-10-15-Evening;8.377777777777778
B35-W-Evening;302763;2024-10-15-Evening;0.0
B35-W-Evening;302764;2024-10-15-Evening;1.2428571428571427
B35-W-Evening;302765;2024-10-15-Evening;1.1153846153846154
B35-W-Evening;302766;2024-10-15-Evening;2.03
B35-W-Evening;302768;2024-10-15-Evening;0.0
B35-W-Evening;302771;2024-10-15-Evening;2.9
B35-W-Evening;302772;2024-10-15-Evening;6.5249999999999995
B35-W-Evening;302773;2024-10-15-Evening;6.2142857142857135
B35-W-Evening;302774;2024-10-15-Evening;0.725
B35-W-Evening;302775;2024-10-15-Evening;2.4166666666666665
B35-W-Evening;302776;2024-10-15-Evening;0.0
B35-W-Evening;302777;2024-10-15-Evening;2.9
B35-W-Evening;302778;2024-10-15-Evening;0.725
B35-W-Evening;302779;2024-10-15-Evening;0.0
B35-W-Evening;302780;2024-10-15-Evening;0.725
B35-W-Evening;302781;2024-10-15-Evening;2.175
B35-W-Evening;302782;2024-10-15-Evening;0.0
B35-W-Evening;302783;2024-10-15-Evening;0.58
B35-W-Evening;306454;2024-10-15-Evening;1.45
B35-W-Evening;306874;2024-10-15-Evening;1.74
B35-W-Evening;307177;2024-10-15-Evening;1.45
B35-W-Evening;307790;2024-10-15-Evening;3.0933333333333333
B35-W-Evening;307793;2024-10-15-Evening;12.083333333333334
B35-W-Evening;307795;2024-10-15-Evening;2.9
B35-W-Evening;307947;2024-10-15-Evening;7.25
B35-W-Evening;308083;2024-10-15-Evening;1.8125
B35-W-Evening;308483;2024-10-15-Evening;25.064285714285713
B35-W-Morning;301052;2024-10-15-Morning;28.677777777777777
B35-W-Morning;301053;2024-10-15-Morning;5.8
B35-W-Morning;301054;2024-10-15-Morning;20.147368421052633
B35-W-Morning;301056;2024-10-15-Morning;12.76
B35-W-Morning;302736;2024-10-15-Morning;25.685714285714287
B35-W-Morning;302737;2024-10-15-Morning;5.22
B35-W-Morning;302740;2024-10-15-Morning;31.623809523809523
B35-W-Morning;302741;2024-10-15-Morning;5.4375
B35-W-Morning;302742;2024-10-15-Morning;20.023809523809526
B35-W-Morning;302743;2024-10-15-Morning;10.875
B35-W-Morning;302745;2024-10-15-Morning;5.8
B35-W-Morning;302747;2024-10-15-Morning;10.31111111111111
B35-W-Morning;302749;2024-10-15-Morning;8.216666666666667
B35-W-Morning;302750;2024-10-15-Morning;28.868181818181817
B35-W-Morning;302753;2024-10-15-Morning;5.316666666666666
B35-W-Morning;302758;2024-10-15-Morning;9.0625
B35-W-Morning;302759;2024-10-15-Morning;13.533333333333333
B35-W-Morning;302760;2024-10-15-Morning;3.141666666666666
B35-W-Morning;302761;2024-10-15-Morning;28.75833333333333
B35-W-Morning;302763;2024-10-15-Morning;5.316666666666666
B35-W-Morning;302764;2024-10-15-Morning;1.16
B35-W-Morning;302765;2024-10-15-Morning;7.18695652173913
B35-W-Morning;302766;2024-10-15-Morning;7.4111111111111105
B35-W-Morning;302767;2024-10-15-Morning;0.41428571428571426
B35-W-Morning;302768;2024-10-15-Morning;0.0
B35-W-Morning;302771;2024-10-15-Morning;1.16
B35-W-Morning;302772;2024-10-15-Morning;2.9
B35-W-Morning;302773;2024-10-15-Morning;6.96
B35-W-Morning;302774;2024-10-15-Morning;2.9
B35-W-Morning;302775;2024-10-15-Morning;10.31111111111111
B35-W-Morning;302776;2024-10-15-Morning;0.3222222222222222
B35-W-Morning;302777;2024-10-15-Morning;4.188888888888889
B35-W-Morning;302778;2024-10-15-Morning;2.32
B35-W-Morning;302779;2024-10-15-Morning;3.3833333333333333
B35-W-Morning;302780;2024-10-15-Morning;0.0
B35-W-Morning;302781;2024-10-15-Morning;1.16
B35-W-Morning;302782;2024-10-15-Morning;0.58
B35-W-Morning;302783;2024-10-15-Morning;0.41428571428571426
B35-W-Morning;306454;2024-10-15-Morning;3.8666666666666663
B35-W-Morning;306874;2024-10-15-Morning;2.9
B35-W-Morning;307177;2024-10-15-Morning;0.0
B35-W-Morning;307790;2024-10-15-Morning;13.84090909090909
B35-W-Morning;307793;2024-10-15-Morning;35.1625
B35-W-Morning;307795;2024-10-15-Morning;8.831818181818182
B35-W-Morning;307947;2024-10-15-Morning;8.57391304347826
B35-W-Morning;308083;2024-10-15-Morning;12.808333333333334
B35-W-Morning;308483;2024-10-15-Morning;56.99130434782608
B35-W-Night;301052;2024-10-15-Night;4.06
B35-W-Night;301053;2024-10-15-Night;5.8
B35-W-Night;301054;2024-10-15-Night;5.075
B35-W-Night;301056;2024-10-15-Night;5.075
B35-W-Night;302736;2024-10-15-Night;10.15
B35-W-Night;302737;2024-10-15-Night;8.7
B35-W-Night;302740;2024-10-15-Night;6.628571428571428
B35-W-Night;302741;2024-10-15-Night;7.25
B35-W-Night;302742;2024-10-15-Night;3.8666666666666663
B35-W-Night;302743;2024-10-15-Night;1.45
B35-W-Night;302745;2024-10-15-Night;0.9666666666666666
B35-W-Night;302747;2024-10-15-Night;1.9333333333333331
B35-W-Night;302749;2024-10-15-Night;8.7
B35-W-Night;302750;2024-10-15-Night;8.7
B35-W-Night;302753;2024-10-15-Night;0.9666666666666666
B35-W-Night;302758;2024-10-15-Night;1.9333333333333331
B35-W-Night;302759;2024-10-15-Night;2.9
B35-W-Night;302760;2024-10-15-Night;1.9333333333333331
B35-W-Night;302761;2024-10-15-Night;4.833333333333333
B35-W-Night;302763;2024-10-15-Night;0.0
B35-W-Night;302764;2024-10-15-Night;1.45
B35-W-Night;302765;2024-10-15-Night;4.833333333333333
B35-W-Night;302766;2024-10-15-Night;5.8
B35-W-Night;302767;2024-10-15-Night;0.0
B35-W-Night;302768;2024-10-15-Night;1.45
B35-W-Night;302771;2024-10-15-Night;0.0
B35-W-Night;302773;2024-10-15-Night;2.9
B35-W-Night;302774;2024-10-15-Night;8.7
B35-W-Night;302775;2024-10-15-Night;1.9333333333333331
B35-W-Night;302776;2024-10-15-Night;0.0
B35-W-Night;302777;2024-10-15-Night;1.16
B35-W-Night;302778;2024-10-15-Night;0.0
B35-W-Night;302779;2024-10-15-Night;0.0
B35-W-Night;302780;2024-10-15-Night;0.0
B35-W-Night;302781;2024-10-15-Night;0.0
B35-W-Night;302782;2024-10-15-Night;0.0
B35-W-Night;302783;2024-10-15-Night;0.0
B35-W-Night;306454;2024-10-15-Night;5.8
B35-W-Night;306874;2024-10-15-Night;4.35
B35-W-Night;307177;2024-10-15-Night;0.0
B35-W-Night;307790;2024-10-15-Night;2.9
B35-W-Night;307793;2024-10-15-Night;5.8
B35-W-Night;307795;2024-10-15-Night;1.9333333333333331
B35-W-Night;307947;2024-10-15-Night;3.48
B35-W-Night;308083;2024-10-15-Night;2.9
B35-W-Night;308483;2024-10-15-Night;5.22
B35-W-RushHour;301052;2024-10-15-RushHour;14.5
B35-W-RushHour;301054;2024-10-15-RushHour;12.014285714285714
B35-W-RushHour;301056;2024-10-15-RushHour;19.2125
B35-W-RushHour;302736;2024-10-15-RushHour;15.864705882352942
B35-W-RushHour;302737;2024-10-15-RushHour;9.666666666666666
B35-W-RushHour;302740;2024-10-15-RushHour;15.523529411764704
B35-W-RushHour;302741;2024-10-15-RushHour;10.357142857142858
B35-W-RushHour;302742;2024-10-15-RushHour;17.158333333333335
B35-W-RushHour;302743;2024-10-15-RushHour;1.9333333333333331
B35-W-RushHour;302745;2024-10-15-RushHour;5.8
B35-W-RushHour;302747;2024-10-15-RushHour;17.4
B35-W-RushHour;302748;2024-10-15-RushHour;2.9
B35-W-RushHour;302749;2024-10-15-RushHour;4.557142857142857
B35-W-RushHour;302750;2024-10-15-RushHour;14.085714285714284
B35-W-RushHour;302753;2024-10-15-RushHour;5.8
B35-W-RushHour;302758;2024-10-15-RushHour;12.244444444444444
B35-W-RushHour;302759;2024-10-15-RushHour;19.958823529411767
B35-W-RushHour;302760;2024-10-15-RushHour;8.216666666666667
B35-W-RushHour;302761;2024-10-15-RushHour;18.16315789473684
B35-W-RushHour;302763;2024-10-15-RushHour;1.0875
B35-W-RushHour;302764;2024-10-15-RushHour;1.45
B35-W-RushHour;302765;2024-10-15-RushHour;10.5125
B35-W-RushHour;302766;2024-10-15-RushHour;7.909090909090908
B35-W-RushHour;302767;2024-10-15-RushHour;0.0
B35-W-RushHour;302768;2024-10-15-RushHour;0.0
B35-W-RushHour;302771;2024-10-15-RushHour;2.9
B35-W-RushHour;302772;2024-10-15-RushHour;2.4857142857142853
B35-W-RushHour;302773;2024-10-15-RushHour;7.975
B35-W-RushHour;302774;2024-10-15-RushHour;3.7285714285714286
B35-W-RushHour;302775;2024-10-15-RushHour;4.7124999999999995
B35-W-RushHour;302776;2024-10-15-RushHour;2.4166666666666665
B35-W-RushHour;302777;2024-10-15-RushHour;12.428571428571427
B35-W-RushHour;302778;2024-10-15-RushHour;1.45
B35-W-RushHour;302779;2024-10-15-RushHour;2.0714285714285716
B35-W-RushHour;302780;2024-10-15-RushHour;0.0
B35-W-RushHour;302781;2024-10-15-RushHour;0.3625
B35-W-RushHour;302782;2024-10-15-RushHour;0.3625
B35-W-RushHour;302783;2024-10-15-RushHour;0.8285714285714285
B35-W-RushHour;306454;2024-10-15-RushHour;12.76
B35-W-RushHour;307177;2024-10-15-RushHour;0.725
B35-W-RushHour;307790;2024-10-15-RushHour;15.694117647058825
B35-W-RushHour;307793;2024-10-15-RushHour;29.644444444444442
B35-W-RushHour;307795;2024-10-15-RushHour;6.421428571428572
B35-W-RushHour;307947;2024-10-15-RushHour;18.935294117647057
B35-W-RushHour;308083;2024-10-15-RushHour;4.188888888888889
B35-W-RushHour;308483;2024-10-15-RushHour;49.91052631578947
B46-N-Day;300163;2024-10-15-Day;5.51
B46-N-Day;301092;2024-10-15-Day;1.3736842105263156
B46-N-Day;302310;2024-10-15-Day;0.2636363636363636
B46-N-Day;303153;2024-10-15-Day;3.663157894736842
B46-N-Day;303154;2024-10-15-Day;2.513333333333333
B46-N-Day;303156;2024-10-15-Day;0.9666666666666666
B46-N-Day;303158;2024-10-15-Day;12.0
B46-N-Day;303159;2024-10-15-Day;3.19
B46-N-Day;303160;2024-10-15-Day;6.5249999999999995
B46-N-Day;303161;2024-10-15-Day;0.725
B46-N-Day;303162;2024-10-15-Day;2.32
B46-N-Day;303163;2024-10-15-Day;0.7733333333333333
B46-N-Day;303164;2024-10-15-Day;0.6823529411764706
B46-N-Day;303590;2024-10-15-Day;8.844999999999999
B46-N-Day;303591;2024-10-15-Day;2.9
B46-N-Day;303592;2024-10-15-Day;8.12
B46-N-Day;303593;2024-10-15-Day;5.13076923076923
B46-N-Day;303594;2024-10-15-Day;4.557142857142857
B46-N-Day;303595;2024-10-15-Day;9.456521739130434
B46-N-Day;303596;2024-10-15-Day;1.9333333333333331
B46-N-Day;303597;2024-10-15-Day;6.4105263157894745
B46-N-Day;303599;2024-10-15-Day;7.0888888888888895
B46-N-Day;303601;2024-10-15-Day;3.3833333333333333
B46-N-Day;303602;2024-10-15-Day;5.316666666666666
B46-N-Day;303603;2024-10-15-Day;18.792
B46-N-Day;303604;2024-10-15-Day;5.009090909090909
B46-N-Day;303605;2024-10-15-Day;3.1071428571428568
B46-N-Day;303606;2024-10-15-Day;8.00952380952381
B46-N-Day;303607;2024-10-15-Day;4.273684210526316
